UniProtKB_ac	n_resid	mean_pLDDT	has_catalytic_activity	has_EC	has_activity	autosite_score	autosite_score_50	autosite_score_70	autosite_score_90	autosite_score_95
Q2M2E3	257	54.94	False	False	False	50.04	50.04	0.00	0.00	0.00
Q2M2E5	130	48.59	False	False	False	29.72	25.11	0.00	0.00	0.00
Q2M2W7	97	66.38	False	False	False	96.17	96.17	41.25	0.00	0.00
Q2M389	1173	83.91	False	False	False	89.49	89.49	89.49	56.48	22.48
Q2M3A8	158	45.91	False	False	False	25.41	25.41	0.00	0.00	0.00
Q2M3C6	531	53.89	False	False	False	65.69	65.69	53.18	0.00	0.00
Q2MV58	587	77.01	False	False	False	52.41	52.41	52.41	39.96	25.47
Q2NL68	480	57.57	False	False	False	42.61	42.61	30.60	0.00	0.00
Q2PZI1	675	88.43	False	RecName: Full=Probable C-mannosyltransferase DPY19L1; EC=2.4.1.-; AltName: Full=Dpy-19-like protein 1; AltName: Full=Protein dpy-19 homolog 1;	True	80.18	80.18	80.18	40.36	39.45
Q2QL34	196	84.76	False	False	False	68.94	68.94	68.94	25.82	22.63
Q2T9K0	475	58.88	False	False	False	95.51	95.51	41.97	0.00	0.00
Q2TAP0	167	78.05	False	False	False	34.68	34.68	34.68	32.50	0.00
Q2TB10	664	61.54	False	False	False	42.81	42.81	39.74	21.92	0.00
Q2TB18	679	85.48	False	False	False	100.94	100.94	100.94	100.94	39.89
Q2TBC4	344	68.55	False	False	False	54.57	54.57	54.57	28.94	26.43
Q2TBF2	565	78.47	False	False	False	77.46	77.46	77.46	41.41	41.41
Q2VPB7	878	80.28	False	False	False	63.08	63.08	43.11	28.01	0.00
Q2VPJ9	315	73.01	False	False	False	60.28	60.28	60.28	21.59	0.00
Q2VPK5	515	79.55	False	False	False	103.83	103.83	103.83	103.83	103.83
Q2WEN9	425	90.96	False	False	False	36.02	36.02	36.02	31.26	27.76
Q2WGJ9	1857	76.34	False	False	False	109.15	109.15	109.15	52.73	0.00
Q30KP8	78	83.41	False	False	False	45.95	45.95	45.95	25.50	20.41
Q30KR1	87	77.99	False	False	False	26.34	26.34	26.34	26.34	0.00
Q32M84	506	79.32	False	False	False	55.54	55.54	51.60	46.72	21.75
Q32M92	178	41.25	False	False	False	78.22	0.00	0.00	0.00	0.00
Q32MH5	1076	55.12	False	False	False	85.31	85.31	85.31	30.21	0.00
Q32NC0	220	74.06	False	False	False	27.80	27.80	27.80	26.43	25.86
Q32Q52	190	54.12	False	False	False	34.50	34.50	0.00	0.00	0.00
Q32ZL2	321	81.88	False	RecName: Full=Phospholipid phosphatase-related protein type 5 {ECO:0000305}; EC=3.1.3.-; AltName: Full=Lipid phosphate phosphatase-related protein type 5 {ECO:0000305}; AltName: Full=Phosphatidic acid phosphatase type 2d {ECO:0000305|PubMed:16010976}; AltName: Full=Plasticity-related gene 5 protein {ECO:0000305|PubMed:20032306}; Short=PRG-5;	True	70.48	70.48	70.48	70.48	39.04
Q3B7I2	92	81.80	False	False	False	27.13	27.13	27.13	21.10	0.00
Q3B7S5	101	68.93	False	False	False	27.65	0.00	0.00	0.00	0.00
Q3B7T1	1238	75.12	False	False	False	72.46	72.46	72.46	35.48	34.32
Q3C1V1	193	63.92	False	False	False	25.91	25.91	23.60	0.00	0.00
Q3C1V9	767	51.89	False	False	False	26.90	26.90	23.24	0.00	0.00
Q3KNT9	176	81.48	False	False	False	34.44	34.44	34.44	24.55	0.00
Q3KRA6	126	90.93	False	False	False	32.24	32.24	32.24	30.32	28.41
Q3LHN0	102	35.11	False	False	False	26.55	0.00	0.00	0.00	0.00
Q3LHN1	58	44.47	False	False	False	37.13	0.00	0.00	0.00	0.00
Q3LHN2	52	43.83	False	False	False	35.92	0.00	0.00	0.00	0.00
Q3LI54	63	51.73	False	False	False	22.38	22.38	0.00	0.00	0.00
Q3LI58	79	45.12	False	False	False	75.89	0.00	0.00	0.00	0.00
Q3LI59	83	34.84	False	False	False	39.39	0.00	0.00	0.00	0.00
Q3LI60	44	42.61	False	False	False	40.78	0.00	0.00	0.00	0.00
Q3LI61	65	44.82	False	False	False	22.78	0.00	0.00	0.00	0.00
Q3LI62	44	57.87	False	False	False	31.55	31.55	0.00	0.00	0.00
Q3LI63	56	45.98	False	False	False	24.84	0.00	0.00	0.00	0.00
Q3LI64	71	43.22	False	False	False	30.29	0.00	0.00	0.00	0.00
Q3LI66	62	42.57	False	False	False	42.42	0.00	0.00	0.00	0.00
Q3LI67	103	39.07	False	False	False	28.03	0.00	0.00	0.00	0.00
Q3LI68	45	39.97	False	False	False	33.72	0.00	0.00	0.00	0.00
Q3LI70	58	50.00	False	False	False	25.24	25.24	0.00	0.00	0.00
Q3LI72	72	49.32	False	False	False	23.47	0.00	0.00	0.00	0.00
Q3LI73	84	54.70	False	False	False	19.58	19.58	0.00	0.00	0.00
Q3LI76	137	49.70	False	False	False	25.97	25.97	0.00	0.00	0.00
Q3LI77	160	44.01	False	False	False	0.00	0.00	0.00	0.00	0.00
Q3LI81	207	51.30	False	False	False	21.13	0.00	0.00	0.00	0.00
Q3LI83	254	40.72	False	False	False	26.55	0.00	0.00	0.00	0.00
Q3MHD2	195	90.51	False	False	False	36.14	36.14	36.14	35.68	35.68
Q3MIP1	535	78.95	False	False	False	92.67	92.67	92.67	38.27	0.00
Q3MIV0	48	40.53	False	False	False	36.22	0.00	0.00	0.00	0.00
Q3MIW9	517	46.63	False	False	False	35.91	35.91	35.91	0.00	0.00
Q3MJ13	1102	67.26	False	False	False	99.53	99.53	66.64	66.64	0.00
Q3MUY2	71	88.63	False	False	False	22.79	22.79	22.79	0.00	0.00
Q3SX64	289	67.34	False	False	False	37.79	37.79	28.85	0.00	0.00
Q3SXR2	165	48.89	False	False	False	39.89	39.89	0.00	0.00	0.00
Q3SY46	172	44.31	False	False	False	20.74	0.00	0.00	0.00	0.00
Q3SY56	376	48.23	False	False	False	81.61	81.61	31.33	0.00	0.00
Q3SYC2	334	94.70	CATALYTIC ACTIVITY: Reaction=a 2-acylglycerol + an acyl-CoA = a 1,2-diacyl-sn-glycerol +   CoA; Xref=Rhea:RHEA:32947, ChEBI:CHEBI:17389, ChEBI:CHEBI:17815,   ChEBI:CHEBI:57287, ChEBI:CHEBI:58342; EC=2.3.1.22;   Evidence={ECO:0000269|PubMed:12621063, ECO:0000269|PubMed:27184406}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:32948;   Evidence={ECO:0000305};	RecName: Full=2-acylglycerol O-acyltransferase 2 {ECO:0000305}; EC=2.3.1.22 {ECO:0000269|PubMed:12621063, ECO:0000269|PubMed:27184406}; AltName: Full=Acyl-CoA:monoacylglycerol acyltransferase 2; Short=MGAT2; Short=hMGAT2; AltName: Full=Diacylglycerol O-acyltransferase candidate 5; Short=hDC5; AltName: Full=Diacylglycerol acyltransferase 2-like protein 5; AltName: Full=Monoacylglycerol O-acyltransferase 2;	True	71.99	71.99	71.99	71.99	42.44
Q3SYF9	63	51.10	False	False	False	27.32	0.00	0.00	0.00	0.00
Q3Y452	100	54.20	False	False	False	22.39	22.39	0.00	0.00	0.00
Q3YBM2	270	69.82	False	False	False	61.43	61.43	61.43	0.00	0.00
Q3ZCQ2	193	56.90	False	False	False	29.92	29.92	0.00	0.00	0.00
Q3ZCQ3	159	63.75	False	False	False	37.39	37.39	37.39	0.00	0.00
Q3ZCV2	418	64.49	False	False	False	48.08	48.08	27.11	0.00	0.00
Q3ZM63	59	63.18	False	False	False	38.57	38.57	0.00	0.00	0.00
Q494R0	122	33.18	False	False	False	60.41	0.00	0.00	0.00	0.00
Q495M3	483	84.05	False	False	False	58.27	58.27	58.27	48.98	35.29
Q495N2	470	84.70	False	False	False	64.40	64.40	64.40	49.44	32.77
Q495W5	492	85.37	False	RecName: Full=Alpha-(1,3)-fucosyltransferase 11; EC=2.4.1.-; AltName: Full=Fucosyltransferase XI; Short=Fuc-TXI; Short=FucT-XI; AltName: Full=Galactoside 3-L-fucosyltransferase 11; Short=Fucosyltransferase 11;	True	79.35	79.35	79.35	44.25	44.25
Q495Z4	193	51.68	False	False	False	28.54	23.71	0.00	0.00	0.00
Q496A3	300	57.21	False	False	False	67.02	67.02	28.73	0.00	0.00
Q499Y3	187	59.26	False	False	False	37.69	37.69	37.69	0.00	0.00
Q499Z3	407	72.29	False	False	False	72.71	72.71	69.81	69.81	0.00
Q49AG3	693	81.41	False	False	False	103.16	103.16	103.16	50.54	36.17
Q49AJ0	1406	60.58	False	False	False	146.20	146.20	82.77	49.00	25.75
Q49AR2	442	83.90	False	False	False	83.53	83.53	83.53	83.53	83.53
Q4AC94	2353	55.41	False	False	False	69.74	69.74	56.02	0.00	0.00
Q4ADV7	1423	72.86	False	False	False	110.31	110.31	110.31	65.18	0.00
Q4AE62	458	82.60	False	False	False	113.73	113.73	113.73	113.73	42.62
Q4G0A6	757	68.51	CATALYTIC ACTIVITY: Reaction=Thiol-dependent hydrolysis of ester, thioester, amide, peptide   and isopeptide bonds formed by the C-terminal Gly of ubiquitin (a 76-   residue protein attached to proteins as an intracellular targeting   signal).; EC=3.4.19.12; Evidence={ECO:0000250|UniProtKB:Q8NBR6};	RecName: Full=Probable ubiquitin carboxyl-terminal hydrolase MINDY-4; EC=3.4.19.12; AltName: Full=Probable deubiquitinating enzyme MINDY-4;	True	80.25	80.25	80.25	47.23	36.94
Q4G0G2	97	39.59	False	False	False	65.64	0.00	0.00	0.00	0.00
Q4G0I0	132	63.59	False	False	False	32.68	32.68	31.06	0.00	0.00
Q4G0M1	354	70.26	False	False	False	29.84	29.84	29.84	29.84	29.84
Q4G0N0	100	63.31	False	False	False	23.73	23.73	21.74	0.00	0.00
Q4G0N4	442	83.01	CATALYTIC ACTIVITY: Reaction=ATP + NAD(+) = ADP + H(+) + NADP(+); Xref=Rhea:RHEA:18629,   ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:57540,   ChEBI:CHEBI:58349, ChEBI:CHEBI:456216; EC=2.7.1.23;   Evidence={ECO:0000269|PubMed:23212377};	RecName: Full=NAD kinase 2, mitochondrial; EC=2.7.1.23; AltName: Full=Mitochondrial NAD kinase; AltName: Full=NAD kinase domain-containing protein 1, mitochondrial; Flags: Precursor;	True	93.81	93.81	93.81	47.23	29.04
Q4G0N7	80	55.84	False	False	False	44.86	44.86	0.00	0.00	0.00
Q4G0N8	1177	74.33	False	False	False	77.78	77.78	77.78	30.63	0.00
Q4G0U5	840	62.40	False	False	False	83.80	50.91	40.22	25.55	0.00
Q4KMG9	183	59.47	False	False	False	45.97	45.97	45.97	0.00	0.00
Q4KMX7	169	29.56	False	False	False	62.60	0.00	0.00	0.00	0.00
Q4KMZ1	466	51.45	False	False	False	36.84	26.24	26.24	0.00	0.00
Q4KMZ8	207	76.30	False	False	False	41.53	41.53	30.35	27.77	27.77
Q4V321	117	63.04	False	False	False	23.12	23.12	0.00	0.00	0.00
Q4V326	110	63.88	False	False	False	22.15	22.15	0.00	0.00	0.00
Q4V9L6	283	58.41	False	False	False	32.56	32.56	32.56	0.00	0.00
Q4VC05	210	62.26	False	False	False	32.61	32.61	32.61	22.02	0.00
Q4VC12	460	87.42	False	False	False	86.33	86.33	86.33	86.33	38.84
Q4VC39	106	61.27	False	False	False	36.44	36.44	36.44	0.00	0.00
Q4VX62	202	33.10	False	False	False	98.66	0.00	0.00	0.00	0.00
Q4VXA5	237	68.43	False	False	False	52.87	52.87	43.60	0.00	0.00
Q4W4Y0	310	84.50	False	False	False	48.69	48.69	48.69	31.34	22.13
Q4ZG55	1949	70.17	False	False	False	138.36	138.36	138.36	47.57	0.00
Q4ZIN3	620	63.43	False	False	False	54.52	54.52	42.60	21.87	0.00
Q52LD8	501	67.94	False	False	False	68.28	68.28	68.28	36.41	23.02
Q52LG2	175	46.53	False	False	False	19.48	0.00	0.00	0.00	0.00
Q52LJ0	433	72.98	False	False	False	34.73	34.73	34.73	31.05	25.12
Q52M58	125	50.27	False	False	False	20.70	20.30	0.00	0.00	0.00
Q52M75	96	46.95	False	False	False	35.49	28.39	0.00	0.00	0.00
Q52MB2	194	66.32	False	False	False	20.03	20.03	20.03	0.00	0.00
Q538Z0	58	67.39	False	False	False	30.56	30.56	25.08	0.00	0.00
Q53EU6	434	85.03	CATALYTIC ACTIVITY: Reaction=an acyl-CoA + sn-glycerol 3-phosphate = a 1-acyl-sn-glycero-3-   phosphate + CoA; Xref=Rhea:RHEA:15325, ChEBI:CHEBI:57287,   ChEBI:CHEBI:57597, ChEBI:CHEBI:57970, ChEBI:CHEBI:58342; EC=2.3.1.15;   Evidence={ECO:0000269|PubMed:17170135}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:15326;   Evidence={ECO:0000305|PubMed:17170135};	RecName: Full=Glycerol-3-phosphate acyltransferase 3 {ECO:0000312|HGNC:HGNC:28157}; Short=GPAT-3; EC=2.3.1.15 {ECO:0000269|PubMed:17170135}; AltName: Full=1-acyl-sn-glycerol-3-phosphate O-acyltransferase 10 {ECO:0000303|PubMed:19318427}; Short=AGPAT 10 {ECO:0000303|PubMed:19318427}; AltName: Full=1-acyl-sn-glycerol-3-phosphate O-acyltransferase 9; Short=1-AGP acyltransferase 9; Short=1-AGPAT 9; EC=2.3.1.51 {ECO:0000269|PubMed:19318427}; AltName: Full=Acyl-CoA:glycerol-3-phosphate acyltransferase 3 {ECO:0000303|PubMed:19318427}; Short=hGPAT3 {ECO:0000303|PubMed:19318427}; AltName: Full=Lung cancer metastasis-associated protein 1; AltName: Full=Lysophosphatidic acid acyltransferase theta; Short=LPAAT-theta; AltName: Full=MAG-1;	True	61.02	61.02	61.02	61.02	35.46
Q53F39	396	89.63	False	RecName: Full=Metallophosphoesterase 1 {ECO:0000305}; EC=3.1.-.-; AltName: Full=Post-GPI attachment to proteins factor 5 {ECO:0000303|PubMed:29374258};	True	50.48	50.48	50.48	50.48	50.48
Q53FE4	359	56.17	False	False	False	54.13	54.13	31.43	25.44	0.00
Q53FP2	167	81.37	False	False	False	32.35	32.35	32.35	32.35	0.00
Q53G44	452	86.23	False	False	False	43.73	43.73	43.73	38.30	26.80
Q53GD3	710	83.45	False	False	False	72.06	72.06	72.06	45.48	36.07
Q53H64	114	76.03	False	False	False	29.13	29.13	29.13	22.94	0.00
Q53HI1	259	88.20	False	False	False	78.60	78.60	78.60	34.05	34.05
Q53QV2	105	64.97	False	False	False	30.70	30.70	25.08	0.00	0.00
Q53QW1	395	47.55	False	False	False	33.21	33.21	31.03	0.00	0.00
Q53R12	229	73.88	False	False	False	54.47	54.47	35.28	0.00	0.00
Q53R41	847	85.07	False	False	False	125.68	125.68	125.68	125.68	25.81
Q53RD9	439	81.83	False	False	False	50.25	50.25	50.25	39.28	24.80
Q53RY4	240	77.24	False	False	False	53.21	48.35	48.35	19.73	0.00
Q53S58	311	90.47	False	False	False	67.61	67.61	67.61	53.25	31.30
Q53S99	150	54.02	False	False	False	42.84	42.84	0.00	0.00	0.00
Q53SZ7	412	58.81	False	False	False	83.21	83.21	83.21	29.95	0.00
Q53T94	588	78.41	False	False	False	75.67	75.67	75.67	52.87	52.87
Q53TQ3	1027	51.01	False	False	False	57.66	57.66	44.85	30.47	0.00
Q53TS8	623	52.48	False	False	False	89.09	89.09	54.82	27.79	0.00
Q567V2	206	88.07	False	False	False	77.79	77.79	77.79	77.79	23.46
Q569G3	176	59.67	False	False	False	26.46	26.46	23.76	0.00	0.00
Q569K4	471	60.74	False	False	False	34.91	34.91	34.91	24.20	0.00
Q56P03	285	75.35	False	False	False	47.44	47.44	46.63	25.36	0.00
Q56VL3	154	57.49	False	False	False	44.97	38.97	0.00	0.00	0.00
Q587I9	215	57.05	False	False	False	91.12	91.12	0.00	0.00	0.00
Q58A44	107	78.39	False	False	False	22.19	22.19	20.25	18.45	0.00
Q58HT5	328	93.12	CATALYTIC ACTIVITY: Reaction=a long chain fatty alcohol + an acyl-CoA = a wax ester + CoA;   Xref=Rhea:RHEA:38443, ChEBI:CHEBI:10036, ChEBI:CHEBI:17135,   ChEBI:CHEBI:57287, ChEBI:CHEBI:58342; EC=2.3.1.75;   Evidence={ECO:0000269|PubMed:15671038}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:38444;   Evidence={ECO:0000305|PubMed:15671038};	RecName: Full=Acyl-CoA wax alcohol acyltransferase 1; EC=2.3.1.75 {ECO:0000269|PubMed:15671038}; AltName: Full=Diacylglycerol O-acyltransferase 2-like protein 3; AltName: Full=Diacylglycerol acyltransferase 2; AltName: Full=Long-chain-alcohol O-fatty-acyltransferase 1;	True	77.83	77.83	77.83	77.83	32.22
Q5BIV9	151	53.91	False	False	False	40.09	40.09	40.09	0.00	0.00
Q5BJD5	291	83.15	CATALYTIC ACTIVITY: Reaction=a 1,2-diacyl-sn-glycero-3-phospho-L-serine(in) = a 1,2-diacyl-   sn-glycero-3-phospho-L-serine(out); Xref=Rhea:RHEA:38663,   ChEBI:CHEBI:57262; Evidence={ECO:0000269|PubMed:33929485};	False	True	53.09	53.09	53.09	53.09	36.71
Q5BJF2	176	90.67	False	False	False	40.88	40.88	40.88	40.88	39.96
Q5BJH2	165	69.09	False	False	False	40.87	40.87	35.49	0.00	0.00
Q5BJH7	314	73.34	False	False	False	40.76	40.76	30.30	30.30	29.11
Q5BKT4	473	93.14	CATALYTIC ACTIVITY: Reaction=alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-   alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-   Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-   (1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-   diphosphodolichol + dolichyl beta-D-glucosyl phosphate = alpha-D-Glc-   (1->2)-alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-   alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-   Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-   (1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-   diphosphodolichol + dolichyl phosphate + H(+); Xref=Rhea:RHEA:29543,   Rhea:RHEA-COMP:9517, Rhea:RHEA-COMP:9528, Rhea:RHEA-COMP:12633,   Rhea:RHEA-COMP:12634, ChEBI:CHEBI:15378, ChEBI:CHEBI:57525,   ChEBI:CHEBI:57683, ChEBI:CHEBI:132522, ChEBI:CHEBI:132523;   EC=2.4.1.256;	RecName: Full=Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase; EC=2.4.1.256; AltName: Full=Alpha-1,2-glucosyltransferase ALG10-A; AltName: Full=Alpha-2-glucosyltransferase ALG10-A; AltName: Full=Asparagine-linked glycosylation protein 10 homolog A;	True	76.07	76.07	76.07	76.07	52.70
Q5BKU9	147	64.38	False	False	False	33.22	33.22	32.85	0.00	0.00
Q5BKX5	351	82.89	False	False	False	55.04	55.04	55.04	37.20	26.37
Q5BKX6	768	65.55	False	False	False	101.84	101.84	101.84	36.56	29.05
Q5BKY6	102	59.43	False	False	False	29.27	29.27	0.00	0.00	0.00
Q5BKZ1	582	53.89	False	False	False	55.82	55.82	55.82	0.00	0.00
Q5BN46	136	76.11	False	False	False	52.50	52.50	38.31	24.15	0.00
Q5BVD1	217	75.79	False	False	False	35.01	35.01	35.01	33.50	0.00
Q5FWE3	981	51.20	False	False	False	84.07	84.07	46.15	46.15	0.00
Q5FWF7	155	82.82	False	False	False	33.96	33.96	33.96	33.96	33.96
Q5GH77	459	76.25	False	False	False	57.73	57.73	57.73	55.92	34.15
Q5H8A3	153	62.47	False	False	False	43.51	43.51	0.00	0.00	0.00
Q5H8C1	2179	74.29	False	False	False	89.51	89.51	69.51	0.00	0.00
Q5H9B9	411	52.88	False	False	False	28.80	28.80	26.00	0.00	0.00
Q5H9J9	407	82.83	False	False	False	45.24	45.24	45.24	36.75	0.00
Q5H9S7	520	87.03	False	False	False	52.87	52.87	42.42	42.42	26.84
Q5H9T9	825	47.09	False	False	False	26.29	0.00	0.00	0.00	0.00
Q5H9U9	1706	80.09	CATALYTIC ACTIVITY: Reaction=ATP + H2O = ADP + H(+) + phosphate; Xref=Rhea:RHEA:13065,   ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616,   ChEBI:CHEBI:43474, ChEBI:CHEBI:456216; EC=3.6.4.13;	RecName: Full=Probable ATP-dependent RNA helicase DDX60-like; EC=3.6.4.13; AltName: Full=DEAD box protein 60-like;	True	139.08	139.08	139.08	39.91	0.00
Q5HY64	1035	49.56	False	False	False	143.91	143.91	23.18	0.00	0.00
Q5HYA8	995	84.25	False	False	False	55.67	55.67	55.67	52.83	25.71
Q5HYL7	178	78.14	False	False	False	30.93	30.93	30.93	0.00	0.00
Q5HYR2	192	62.88	False	False	False	22.59	22.59	0.00	0.00	0.00
Q5HYW2	1225	47.42	False	False	False	40.56	40.56	35.83	0.00	0.00
Q5I0X4	101	70.13	False	False	False	23.55	23.55	23.55	0.00	0.00
Q5I7T1	473	92.72	CATALYTIC ACTIVITY: Reaction=alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-   alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-   Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-   (1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-   diphosphodolichol + dolichyl beta-D-glucosyl phosphate = alpha-D-Glc-   (1->2)-alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-   alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-   Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-   (1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-   diphosphodolichol + dolichyl phosphate + H(+); Xref=Rhea:RHEA:29543,   Rhea:RHEA-COMP:9517, Rhea:RHEA-COMP:9528, Rhea:RHEA-COMP:12633,   Rhea:RHEA-COMP:12634, ChEBI:CHEBI:15378, ChEBI:CHEBI:57525,   ChEBI:CHEBI:57683, ChEBI:CHEBI:132522, ChEBI:CHEBI:132523;   EC=2.4.1.256; Evidence={ECO:0000250|UniProtKB:P50076};	RecName: Full=Putative Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase {ECO:0000250|UniProtKB:P50076}; EC=2.4.1.256 {ECO:0000250|UniProtKB:P50076}; AltName: Full=Alpha-1,2-glucosyltransferase ALG10-A; AltName: Full=Alpha-2-glucosyltransferase ALG10-B; AltName: Full=Asparagine-linked glycosylation protein 10 homolog B; AltName: Full=Potassium channel regulator 1;	True	80.41	80.41	80.41	80.41	50.28
Q5JPE7	1267	78.63	False	False	False	59.73	59.73	59.73	33.75	0.00
Q5JPI3	329	75.61	False	False	False	61.97	61.97	61.97	29.56	0.00
Q5JQC4	288	52.77	False	False	False	32.84	32.84	0.00	0.00	0.00
Q5JQF7	62	54.82	False	False	False	21.85	21.85	0.00	0.00	0.00
Q5JQS6	135	66.89	False	False	False	26.63	26.63	26.63	0.00	0.00
Q5JRC9	791	47.80	False	False	False	46.49	46.49	27.61	0.00	0.00
Q5JRM2	361	53.87	False	False	False	25.08	25.08	25.08	0.00	0.00
Q5JRV8	349	65.71	False	False	False	60.50	60.50	31.98	29.28	29.28
Q5JSQ8	128	87.66	False	False	False	56.32	56.32	56.32	32.15	30.81
Q5JSZ5	2229	38.30	False	False	False	91.19	42.61	27.30	0.00	0.00
Q5JTH9	1297	78.13	False	False	False	53.76	53.76	43.45	43.39	0.00
Q5JTZ5	239	57.55	False	False	False	45.31	45.31	30.25	0.00	0.00
Q5JUK2	328	56.12	False	False	False	35.66	35.66	35.66	0.00	0.00
Q5JUK9	113	63.95	False	False	False	24.93	24.93	0.00	0.00	0.00
Q5JUQ0	283	89.00	False	False	False	49.61	49.61	49.61	49.61	49.61
Q5JVS0	413	56.04	False	False	False	27.16	27.16	21.88	0.00	0.00
Q5JWR5	2465	66.93	False	False	False	118.03	118.03	81.73	27.28	0.00
Q5JX69	171	58.02	False	False	False	69.37	69.37	37.08	0.00	0.00
Q5JX71	171	58.64	False	False	False	64.45	64.45	48.05	0.00	0.00
Q5JXM2	366	77.80	False	RecName: Full=Probable methyltransferase-like protein 24 {ECO:0000305}; EC=2.1.1.- {ECO:0000305}; Flags: Precursor;	True	58.43	58.43	58.43	33.06	33.06
Q5JXX7	168	67.15	False	False	False	27.34	27.34	21.83	0.00	0.00
Q5K130	101	54.91	False	False	False	31.47	31.47	0.00	0.00	0.00
Q5K131	121	39.26	False	False	False	45.32	0.00	0.00	0.00	0.00
Q5M7Z0	435	71.66	CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000269|PubMed:27485036};	RecName: Full=E3 ubiquitin-protein ligase RNFT1 {ECO:0000305}; EC=2.3.2.27 {ECO:0000269|PubMed:27485036}; AltName: Full=Protein PTD016; AltName: Full=RING finger and transmembrane domain-containing protein 1;	True	92.48	92.48	92.48	29.95	0.00
Q5MIZ7	849	76.00	False	False	False	64.84	64.84	59.25	36.68	35.16
Q5MJ07	72	67.32	False	False	False	22.87	22.87	22.87	0.00	0.00
Q5MJ08	99	70.12	False	False	False	21.84	21.84	21.84	0.00	0.00
Q5MJ09	141	64.10	False	False	False	22.21	22.21	0.00	0.00	0.00
Q5MJ10	180	58.36	False	False	False	20.17	20.17	20.17	0.00	0.00
Q5MNV8	452	87.12	False	False	False	40.95	40.95	40.95	40.95	34.80
Q5PR19	223	57.71	False	False	False	33.71	33.71	0.00	0.00	0.00
Q5QFB9	102	44.33	False	False	False	49.55	0.00	0.00	0.00	0.00
Q5QGS0	1516	40.70	False	False	False	50.26	50.26	0.00	0.00	0.00
Q5QGT7	225	80.92	False	False	False	50.30	50.30	50.30	31.70	31.70
Q5QJ74	424	90.30	False	False	False	32.55	32.55	32.19	32.19	29.66
Q5RHP9	1530	43.61	False	False	False	49.03	49.03	49.03	27.55	0.00
Q5SNV9	1468	46.68	False	False	False	51.37	43.62	43.00	22.44	21.20
Q5SQ64	297	76.09	False	False	False	49.30	49.30	49.30	27.77	0.00
Q5SQH8	315	61.50	False	False	False	70.98	70.98	45.64	21.34	0.00
Q5SQS8	335	60.44	False	False	False	32.24	32.24	27.15	0.00	0.00
Q5SR53	167	50.79	False	False	False	35.27	35.27	0.00	0.00	0.00
Q5SRD1	188	54.72	False	False	False	41.69	41.69	0.00	0.00	0.00
Q5SRN2	563	45.77	False	False	False	34.83	34.83	34.83	0.00	0.00
Q5SRR4	150	79.03	False	False	False	32.62	32.62	32.62	22.19	0.00
Q5SSG8	566	75.52	False	False	False	41.91	41.91	41.91	0.00	0.00
Q5SV17	173	59.02	False	False	False	37.34	37.34	23.39	0.00	0.00
Q5SV97	790	44.34	False	False	False	62.46	62.46	49.26	0.00	0.00
Q5SVJ3	147	64.15	False	False	False	26.92	26.92	26.92	0.00	0.00
Q5SW24	774	50.86	False	False	False	50.11	50.11	50.11	21.96	0.00
